timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2],xyz_derivative[0],xyz_derivative[1],xyz_derivative[2]
3200000,0,6.39054e-05,7.506924e-05,7.639074e-09,0.0,0.0,0.0
3204000,0,6.3905405e-05,7.506924e-05,7.626432e-09,0.0,0.0,0.0
3212000,0,6.390544e-05,7.506923e-05,7.601151e-09,0.0,0.0,0.0
3220000,0,6.390548e-05,7.506922e-05,7.5758715e-09,0.0,0.0,0.0
3232000,0,6.390552e-05,7.50692e-05,7.537948e-09,0.0,0.0,0.0
3240000,0,6.390556e-05,7.506919e-05,7.512669e-09,0.0,0.0,0.0
3252000,0,6.3905594e-05,7.5069176e-05,7.474745e-09,0.0,0.0,0.0
3260000,0,6.390564e-05,7.506916e-05,7.449466e-09,0.0,0.0,0.0
3272000,0,6.3905674e-05,7.506915e-05,7.4115425e-09,0.0,0.0,0.0
3280000,0,6.390571e-05,7.506914e-05,7.386263e-09,0.0,0.0,0.0
3292000,0,6.3905754e-05,7.506912e-05,7.34834e-09,0.0,0.0,0.0
3300000,0,6.390579e-05,7.506911e-05,7.3230604e-09,0.0,0.0,0.0
3312000,0,6.390584e-05,7.5069096e-05,7.2851387e-09,0.0,0.0,0.0
3320000,0,6.390587e-05,7.506908e-05,7.2598576e-09,0.0,0.0,0.0
3332000,0,6.3905914e-05,7.506907e-05,7.221936e-09,0.0,0.0,0.0
3340000,0,6.390595e-05,7.506905e-05,7.196655e-09,0.0,0.0,0.0
3352000,0,6.3905994e-05,7.506904e-05,7.158733e-09,0.0,0.0,0.0
3360000,0,6.390602e-05,7.506903e-05,7.133452e-09,0.0,0.0,0.0
3372000,0,6.3906075e-05,7.506901e-05,7.0955304e-09,0.0,0.0,0.0
3380000,0,6.39061e-05,7.5069e-05,7.0702493e-09,0.0,0.0,0.0
3392000,0,6.3906155e-05,7.506899e-05,7.0323276e-09,0.0,0.0,0.0
3400000,0,6.390618e-05,7.506897e-05,7.007046e-09,0.0,0.0,0.0
3412000,0,6.390623e-05,7.506896e-05,6.969125e-09,0.0,0.0,0.0
3420000,0,6.390626e-05,7.506894e-05,6.9438433e-09,0.0,0.0,0.0
3432000,0,6.390631e-05,7.506893e-05,6.9059225e-09,0.0,0.0,0.0
3440000,0,6.390634e-05,7.506892e-05,6.8806405e-09,0.0,0.0,0.0
3452000,0,6.390639e-05,7.506891e-05,6.8427197e-09,0.0,0.0,0.0
3460000,0,6.390642e-05,7.506889e-05,6.8174377e-09,0.0,0.0,0.0
3472000,0,6.390647e-05,7.506888e-05,6.779517e-09,0.0,0.0,0.0
3480000,0,6.390649e-05,7.506886e-05,6.754235e-09,0.0,0.0,0.0
3492000,0,6.390654e-05,7.506885e-05,6.716314e-09,0.0,0.0,0.0
3500000,0,6.390657e-05,7.506884e-05,6.691032e-09,0.0,0.0,0.0
3512000,0,6.390662e-05,7.506882e-05,6.6531105e-09,0.0,0.0,0.0
3520000,0,6.390665e-05,7.506881e-05,6.627829e-09,0.0,0.0,0.0
3532000,0,6.390669e-05,7.50688e-05,6.5899077e-09,0.0,0.0,0.0
3540000,0,6.390672e-05,7.506878e-05,6.564626e-09,0.0,0.0,0.0
3552000,0,6.390677e-05,7.506877e-05,6.526705e-09,0.0,0.0,0.0
3560000,0,6.39068e-05,7.5068754e-05,6.5014234e-09,0.0,0.0,0.0
3572000,0,6.390685e-05,7.506874e-05,6.463502e-09,0.0,0.0,0.0
3580000,0,6.390688e-05,7.506873e-05,6.4382206e-09,0.0,0.0,0.0
3592000,0,6.390693e-05,7.506871e-05,6.4002994e-09,0.0,0.0,0.0
3600000,0,6.390696e-05,7.50687e-05,6.375018e-09,0.0,0.0,0.0
3612000,0,6.3907006e-05,7.506869e-05,6.337096e-09,0.0,0.0,0.0
3620000,0,6.3907035e-05,7.5068674e-05,6.311815e-09,0.0,0.0,0.0
3632000,0,6.3907086e-05,7.506866e-05,6.2738934e-09,0.0,0.0,0.0
3640000,0,6.3907115e-05,7.5068645e-05,6.2486123e-09,0.0,0.0,0.0
3652000,0,6.390716e-05,7.506863e-05,6.2106906e-09,0.0,0.0,0.0
3660000,0,6.3907195e-05,7.506862e-05,6.1854095e-09,0.0,0.0,0.0
3672000,0,6.390724e-05,7.50686e-05,6.147488e-09,0.0,0.0,0.0
3680000,0,6.3907275e-05,7.5068594e-05,6.1222067e-09,0.0,0.0,0.0
3692000,0,6.390732e-05,7.506858e-05,6.084285e-09,0.0,0.0,0.0
3700000,0,6.390735e-05,7.5068565e-05,6.059004e-09,0.0,0.0,0.0
3712000,0,6.39074e-05,7.506855e-05,6.0210823e-09,0.0,0.0,0.0
3720000,0,6.3907435e-05,7.506854e-05,5.9958025e-09,0.0,0.0,0.0
3732000,0,6.390747e-05,7.506852e-05,5.9578795e-09,0.0,0.0,0.0
3740000,0,6.3907515e-05,7.5068514e-05,5.9325997e-09,0.0,0.0,0.0
3752000,0,6.390755e-05,7.506849e-05,5.8946767e-09,0.0,0.0,0.0
3760000,0,6.3907595e-05,7.5068485e-05,5.869397e-09,0.0,0.0,0.0
3772000,0,6.390763e-05,7.506847e-05,5.831474e-09,0.0,0.0,0.0
3780000,0,6.390767e-05,7.5068456e-05,5.806194e-09,0.0,0.0,0.0
3792000,0,6.390771e-05,7.506844e-05,5.768271e-09,0.0,0.0,0.0
3800000,0,6.390775e-05,7.5068434e-05,5.7429914e-09,0.0,0.0,0.0
3812000,0,6.390779e-05,7.506842e-05,5.7050697e-09,0.0,0.0,0.0
3820000,0,6.390783e-05,7.5068405e-05,5.6797886e-09,0.0,0.0,0.0
3832000,0,6.390787e-05,7.506839e-05,5.641867e-09,0.0,0.0,0.0
3840000,0,6.39079e-05,7.5068376e-05,5.616586e-09,0.0,0.0,0.0
3852000,0,6.390795e-05,7.506836e-05,5.578664e-09,0.0,0.0,0.0
3860000,0,6.390798e-05,7.5068354e-05,5.553383e-09,0.0,0.0,0.0
3872000,0,6.390803e-05,7.506833e-05,5.5154614e-09,0.0,0.0,0.0
3880000,0,6.390806e-05,7.5068325e-05,5.4901803e-09,0.0,0.0,0.0
3892000,0,6.3908104e-05,7.506831e-05,5.4522586e-09,0.0,0.0,0.0
3900000,0,6.390814e-05,7.5068296e-05,5.426977e-09,0.0,0.0,0.0
3912000,0,6.3908185e-05,7.506828e-05,5.389056e-09,0.0,0.0,0.0
3920000,0,6.390821e-05,7.506827e-05,5.363774e-09,0.0,0.0,0.0
3932000,0,6.3908265e-05,7.506825e-05,5.3258526e-09,0.0,0.0,0.0
3940000,0,6.3908294e-05,7.5068245e-05,5.300571e-09,0.0,0.0,0.0
3952000,0,6.3908345e-05,7.506822e-05,5.26265e-09,0.0,0.0,0.0
3960000,0,6.390837e-05,7.5068216e-05,5.2373683e-09,0.0,0.0,0.0
3972000,0,6.390842e-05,7.50682e-05,5.199447e-09,0.0,0.0,0.0
3980000,0,6.390845e-05,7.506819e-05,5.174165e-09,0.0,0.0,0.0
3992000,0,6.39085e-05,7.506817e-05,5.1362443e-09,0.0,0.0,0.0
4000000,0,6.390853e-05,7.506816e-05,5.1109623e-09,0.0,0.0,0.0
4012000,0,6.390857e-05,7.506814e-05,5.0730407e-09,0.0,0.0,0.0
4020000,0,6.39086e-05,7.506813e-05,5.047759e-09,0.0,0.0,0.0
4032000,0,6.390865e-05,7.5068114e-05,5.009838e-09,0.0,0.0,0.0
4040000,0,6.390868e-05,7.506811e-05,4.9845563e-09,0.0,0.0,0.0
4052000,0,6.390873e-05,7.506809e-05,4.946635e-09,0.0,0.0,0.0
